timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore,6h_close_time,6h_open_time,6h_open,6h_high,6h_low,6h_close,6h_quote_asset_volume,6h_number_of_trades,6h_taker_buy_base_asset_volume,6h_taker_buy_quote_asset_volume,6h_volume,6h_open_time_day,6h_open_time_month,6h_open_time_year,6h_open_time_hour,6h_open_time_minute,6h_close_time_day,6h_close_time_month,6h_close_time_year,6h_close_time_hour,6h_close_time_minute
2017-08-17 00:00:00,4261.48,4328.69,4261.32,4315.32,70.415925,1502949599999,302670.96196053,273,56.608574,243560.7576714,0,2017-08-17 05:59:59,2017-08-17 00:00:00,4261.48,4328.69,4261.32,4315.32,302670.96196053,273,56.608574,243560.7576714,70.415925,17,8,2017,0,0,17,8,2017,5,59
2017-08-17 06:00:00,4330.29,4485.39,4287.41,4427.3,75.292822,1502971199999,333024.5287194,309,66.192786,293140.71539334,0,2017-08-17 11:59:59,2017-08-17 06:00:00,4330.29,4485.39,4287.41,4427.3,333024.5287194,309,66.192786,293140.71539334,75.292822,17,8,2017,6,0,17,8,2017,11,59
2017-08-17 12:00:00,4436.06,4485.39,4235.45,4289.24,301.685704,1502992799999,1321748.60139006,1448,203.178404,892101.79526079,0,2017-08-17 17:59:59,2017-08-17 12:00:00,4436.06,4485.39,4235.45,4289.24,1321748.60139006,1448,203.178404,892101.79526079,301.685704,17,8,2017,12,0,17,8,2017,17,59
2017-08-17 18:00:00,4289.24,4369.69,4200.74,4285.08,347.755926,1503014399999,1497325.95866207,1397,290.268777,1249413.13227848,0,2017-08-17 23:59:59,2017-08-17 18:00:00,4289.24,4369.69,4200.74,4285.08,1497325.95866207,1397,290.268777,1249413.13227848,347.755926,17,8,2017,18,0,17,8,2017,23,59
2017-08-18 00:00:00,4285.08,4340.62,4134.61,4313.56,391.159844,1503035999999,1667910.25615111,1670,306.370008,1308099.31375237,0,2017-08-18 05:59:59,2017-08-18 00:00:00,4285.08,4340.62,4134.61,4313.56,1667910.25615111,1670,306.370008,1308099.31375237,391.159844,18,8,2017,0,0,18,8,2017,5,59
2017-08-18 06:00:00,4313.56,4371.52,4247.75,4340.31,329.562357,1503057599999,1417445.91044876,1381,279.037993,1200048.83281368,0,2017-08-18 11:59:59,2017-08-18 06:00:00,4313.56,4371.52,4247.75,4340.31,1417445.91044876,1381,279.037993,1200048.83281368,329.562357,18,8,2017,6,0,18,8,2017,11,59
2017-08-18 12:00:00,4320.52,4340.31,4066.53,4193.35,283.699674,1503079199999,1204622.51677415,1058,234.440001,995893.24963494,0,2017-08-18 17:59:59,2017-08-18 12:00:00,4320.52,4340.31,4066.53,4193.35,1204622.51677415,1058,234.440001,995893.24963494,283.699674,18,8,2017,12,0,18,8,2017,17,59
2017-08-18 18:00:00,4171.17,4297.75,3938.77,4108.37,195.466389,1503100799999,796979.62279749,1124,153.020708,625081.92031709,0,2017-08-18 23:59:59,2017-08-18 18:00:00,4171.17,4297.75,3938.77,4108.37,796979.62279749,1124,153.020708,625081.92031709,195.466389,18,8,2017,18,0,18,8,2017,23,59
2017-08-19 00:00:00,4108.37,4184.69,4027.83,4077.0,138.377874,1503122399999,572139.84776938,749,113.572668,470034.80587466,0,2017-08-19 05:59:59,2017-08-19 00:00:00,4108.37,4184.69,4027.83,4077.0,572139.84776938,749,113.572668,470034.80587466,138.377874,19,8,2017,0,0,19,8,2017,5,59
2017-08-19 06:00:00,4077.0,4082.25,3850.0,3957.6,160.140695,1503143999999,642242.69678557,810,99.725117,400633.21174797,0,2017-08-19 11:59:59,2017-08-19 06:00:00,4077.0,4082.25,3850.0,3957.6,642242.69678557,810,99.725117,400633.21174797,160.140695,19,8,2017,6,0,19,8,2017,11,59
2017-08-19 12:00:00,3945.12,4100.0,3928.89,4027.37,54.669303,1503165599999,220894.73585452,384,38.738863,156739.43443788,0,2017-08-19 17:59:59,2017-08-19 12:00:00,3945.12,4100.0,3928.89,4027.37,220894.73585452,384,38.738863,156739.43443788,54.669303,19,8,2017,12,0,19,8,2017,17,59
2017-08-19 18:00:00,4013.69,4149.99,4013.69,4139.98,28.121891,1503187199999,114206.45501204,210,22.299394,90594.41802684,0,2017-08-19 23:59:59,2017-08-19 18:00:00,4013.69,4149.99,4013.69,4139.98,114206.45501204,210,22.299394,90594.41802684,28.121891,19,8,2017,18,0,19,8,2017,23,59
2017-08-20 00:00:00,4120.98,4142.16,4044.0,4117.41,18.163582,1503208799999,74526.57032982,185,15.634695,64147.35494304,0,2017-08-20 05:59:59,2017-08-20 00:00:00,4120.98,4142.16,4044.0,4117.41,74526.57032982,185,15.634695,64147.35494304,18.163582,20,8,2017,0,0,20,8,2017,5,59
2017-08-20 06:00:00,4117.41,4211.08,4032.62,4106.53,53.071554,1503230399999,218544.94154104,437,30.530832,125840.37154379,0,2017-08-20 11:59:59,2017-08-20 06:00:00,4117.41,4211.08,4032.62,4106.53,218544.94154104,437,30.530832,125840.37154379,53.071554,20,8,2017,6,0,20,8,2017,11,59
2017-08-20 12:00:00,4106.53,4150.0,4063.35,4129.0,101.696908,1503251999999,418663.16595445,445,83.293145,342883.98692834,0,2017-08-20 17:59:59,2017-08-20 12:00:00,4106.53,4150.0,4063.35,4129.0,418663.16595445,445,83.293145,342883.98692834,101.696908,20,8,2017,12,0,20,8,2017,17,59
2017-08-20 18:00:00,4129.32,4185.94,4069.13,4086.29,294.150978,1503273599999,1218629.71250115,1254,247.337275,1024529.62032213,0,2017-08-20 23:59:59,2017-08-20 18:00:00,4129.32,4185.94,4069.13,4086.29,1218629.71250115,1254,247.337275,1024529.62032213,294.150978,20,8,2017,18,0,20,8,2017,23,59
2017-08-21 00:00:00,4069.13,4119.62,4011.02,4016.9,327.509217,1503295199999,1334760.67401739,1446,278.266664,1133962.9614119,0,2017-08-21 05:59:59,2017-08-21 00:00:00,4069.13,4119.62,4011.02,4016.9,1334760.67401739,1446,278.266664,1133962.9614119,327.509217,21,8,2017,0,0,21,8,2017,5,59
2017-08-21 06:00:00,4011.04,4088.12,3953.4,4023.11,194.782369,1503316799999,782978.41705025,1139,156.898025,630939.85360594,0,2017-08-21 11:59:59,2017-08-21 06:00:00,4011.04,4088.12,3953.4,4023.11,782978.41705025,1139,156.898025,630939.85360594,194.782369,21,8,2017,6,0,21,8,2017,11,59
2017-08-21 12:00:00,4023.11,4029.06,3911.79,4016.2,56.151867,1503338399999,223948.61103101,615,26.090659,104302.80623165,0,2017-08-21 17:59:59,2017-08-21 12:00:00,4023.11,4029.06,3911.79,4016.2,223948.61103101,615,26.090659,104302.80623165,56.151867,21,8,2017,12,0,21,8,2017,17,59
2017-08-21 18:00:00,3997.57,4070.49,3918.8,4016.0,113.299607,1503359999999,455544.01192863,772,96.100759,386456.93190888,0,2017-08-21 23:59:59,2017-08-21 18:00:00,3997.57,4070.49,3918.8,4016.0,455544.01192863,772,96.100759,386456.93190888,113.299607,21,8,2017,18,0,21,8,2017,23,59
2017-08-22 00:00:00,4016.0,4016.0,3400.0,3626.99,157.850775,1503381599999,599661.64837,962,92.896174,356898.04051541,0,2017-08-22 05:59:59,2017-08-22 00:00:00,4016.0,4016.0,3400.0,3626.99,599661.64837,962,92.896174,356898.04051541,157.850775,22,8,2017,0,0,22,8,2017,5,59
2017-08-22 06:00:00,3619.95,3920.31,3619.95,3866.48,345.787326,1503403199999,1324903.96520909,2170,234.247737,896301.49134821,0,2017-08-22 11:59:59,2017-08-22 06:00:00,3619.95,3920.31,3619.95,3866.48,1324903.96520909,2170,234.247737,896301.49134821,345.787326,22,8,2017,6,0,22,8,2017,11,59
2017-08-22 12:00:00,3866.48,3998.99,3786.81,3943.0,259.417327,1503424799999,1012582.30185581,1867,58.988612,231640.81995862,0,2017-08-22 17:59:59,2017-08-22 12:00:00,3866.48,3998.99,3786.81,3943.0,1012582.30185581,1867,58.988612,231640.81995862,259.417327,22,8,2017,12,0,22,8,2017,17,59
2017-08-22 18:00:00,3944.0,4104.82,3944.0,4040.0,203.62943,1503446399999,815357.85670561,1495,37.862658,152348.01752002,0,2017-08-22 23:59:59,2017-08-22 18:00:00,3944.0,4104.82,3944.0,4040.0,815357.85670561,1495,37.862658,152348.01752002,203.62943,22,8,2017,18,0,22,8,2017,23,59
2017-08-23 00:00:00,4040.0,4127.99,4013.89,4053.18,230.347233,1503467999999,939450.07327587,1505,39.672906,162400.70219311,0,2017-08-23 05:59:59,2017-08-23 00:00:00,4040.0,4127.99,4013.89,4053.18,939450.07327587,1505,39.672906,162400.70219311,230.347233,23,8,2017,0,0,23,8,2017,5,59
2017-08-23 06:00:00,4064.0,4242.32,4035.32,4237.99,206.174776,1503489599999,852491.1889288,1656,47.227016,196851.17164424,0,2017-08-23 11:59:59,2017-08-23 06:00:00,4064.0,4242.32,4035.32,4237.99,852491.1889288,1656,47.227016,196851.17164424,206.174776,23,8,2017,6,0,23,8,2017,11,59
2017-08-23 12:00:00,4205.98,4265.8,4150.65,4166.27,347.680818,1503511199999,1462522.1398445,4021,177.152704,746805.57677583,0,2017-08-23 17:59:59,2017-08-23 12:00:00,4205.98,4265.8,4150.65,4166.27,1462522.1398445,4021,177.152704,746805.57677583,347.680818,23,8,2017,12,0,23,8,2017,17,59
2017-08-23 18:00:00,4166.27,4191.71,4069.8,4114.01,216.933738,1503532799999,894223.06377051,1447,45.366466,187509.64458145,0,2017-08-23 23:59:59,2017-08-23 18:00:00,4166.27,4191.71,4069.8,4114.01,894223.06377051,1447,45.366466,187509.64458145,216.933738,23,8,2017,18,0,23,8,2017,23,59
2017-08-24 00:00:00,4147.0,4204.55,4085.01,4132.09,183.92649,1503554399999,760784.49801388,1342,39.745595,164947.56189494,0,2017-08-24 05:59:59,2017-08-24 00:00:00,4147.0,4204.55,4085.01,4132.09,760784.49801388,1342,39.745595,164947.56189494,183.92649,24,8,2017,0,0,24,8,2017,5,59
2017-08-24 06:00:00,4132.09,4250.94,4131.91,4202.0,234.259608,1503575999999,978690.52742652,2064,82.027147,343905.52956272,0,2017-08-24 11:59:59,2017-08-24 06:00:00,4132.09,4250.94,4131.91,4202.0,978690.52742652,2064,82.027147,343905.52956272,234.259608,24,8,2017,6,0,24,8,2017,11,59
2017-08-24 12:00:00,4211.78,4250.9,4136.33,4188.18,203.855595,1503597599999,854986.24551186,1741,52.869289,222042.44846344,0,2017-08-24 17:59:59,2017-08-24 12:00:00,4211.78,4250.9,4136.33,4188.18,854986.24551186,1741,52.869289,222042.44846344,203.855595,24,8,2017,12,0,24,8,2017,17,59
2017-08-24 18:00:00,4188.18,4371.68,4179.22,4316.01,165.37706,1503619199999,702015.1422125,1100,32.178381,137483.5242101,0,2017-08-24 23:59:59,2017-08-24 18:00:00,4188.18,4371.68,4179.22,4316.01,702015.1422125,1100,32.178381,137483.5242101,165.37706,24,8,2017,18,0,24,8,2017,23,59
2017-08-25 00:00:00,4316.01,4370.0,4281.04,4281.04,189.449369,1503640799999,820981.67670182,1985,38.307757,166410.97176645,0,2017-08-25 05:59:59,2017-08-25 00:00:00,4316.01,4370.0,4281.04,4281.04,820981.67670182,1985,38.307757,166410.97176645,189.449369,25,8,2017,0,0,25,8,2017,5,59
2017-08-25 06:00:00,4294.79,4361.28,4267.5,4361.27,127.59776,1503662399999,551303.80413148,1145,24.422638,105862.51005853,0,2017-08-25 11:59:59,2017-08-25 06:00:00,4294.79,4361.28,4267.5,4361.27,551303.80413148,1145,24.422638,105862.51005853,127.59776,25,8,2017,6,0,25,8,2017,11,59
2017-08-25 12:00:00,4361.27,4453.91,4261.13,4402.32,197.88538,1503683999999,858633.55871015,2749,29.256776,127180.11915088,0,2017-08-25 17:59:59,2017-08-25 12:00:00,4361.27,4453.91,4261.13,4402.32,858633.55871015,2749,29.256776,127180.11915088,197.88538,25,8,2017,12,0,25,8,2017,17,59
2017-08-25 18:00:00,4409.44,4449.44,4247.48,4280.68,58.680231,1503705599999,253718.30981982,675,8.110803,35123.53477059,0,2017-08-25 23:59:59,2017-08-25 18:00:00,4409.44,4449.44,4247.48,4280.68,253718.30981982,675,8.110803,35123.53477059,58.680231,25,8,2017,18,0,25,8,2017,23,59
2017-08-26 00:00:00,4280.71,4319.67,4228.99,4295.75,59.035805,1503727199999,252825.52221927,571,10.270662,44130.855565,0,2017-08-26 05:59:59,2017-08-26 00:00:00,4280.71,4319.67,4228.99,4295.75,252825.52221927,571,10.270662,44130.855565,59.035805,26,8,2017,0,0,26,8,2017,5,59
2017-08-26 06:00:00,4307.72,4319.7,4260.88,4288.72,47.463132,1503748799999,204067.44497069,360,9.511559,40995.2852251,0,2017-08-26 11:59:59,2017-08-26 06:00:00,4307.72,4319.7,4260.88,4288.72,204067.44497069,360,9.511559,40995.2852251,47.463132,26,8,2017,6,0,26,8,2017,11,59
2017-08-26 12:00:00,4288.72,4306.74,4212.41,4255.19,54.053274,1503770399999,230111.69338133,558,14.353848,61321.47334768,0,2017-08-26 17:59:59,2017-08-26 12:00:00,4288.72,4306.74,4212.41,4255.19,230111.69338133,558,14.353848,61321.47334768,54.053274,26,8,2017,12,0,26,8,2017,17,59
