timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore,3d_close_time,3d_open_time,3d_open,3d_high,3d_low,3d_close,3d_quote_asset_volume,3d_number_of_trades,3d_taker_buy_base_asset_volume,3d_taker_buy_quote_asset_volume,3d_volume,3d_open_time_day,3d_open_time_month,3d_open_time_year,3d_open_time_hour,3d_open_time_minute,3d_close_time_day,3d_close_time_month,3d_close_time_year,3d_close_time_hour,3d_close_time_minute
2017-11-27,9128.0,11300.03,8520.0,9687.88,22791.375407,1511999999999,227172876.4672641,89623,13527.218439,135420430.71175757,0,2017-11-29 23:59:59,2017-11-27,9128.0,11300.03,8520.0,9687.88,227172876.4672641,89623,13527.218439,135420430.71175757,22791.375407,27,11,2017,0,0,29,11,2017,23,59
2017-11-30,9687.88,11190.0,8850.8,10890.01,20289.937719,1512259199999,205738291.7641489,103222,11020.723105,111689062.18094236,0,2017-12-02 23:59:59,2017-11-30,9687.88,11190.0,8850.8,10890.01,205738291.7641489,103222,11020.723105,111689062.18094236,20289.937719,30,11,2017,0,0,2,12,2017,23,59
2017-12-03,10902.69,11853.0,10500.0,11699.99,15560.793141,1512518399999,177886946.97853693,102884,8226.731783,94173431.2899508,0,2017-12-05 23:59:59,2017-12-03,10902.69,11853.0,10500.0,11699.99,177886946.97853693,102884,8226.731783,94173431.2899508,15560.793141,3,12,2017,0,0,5,12,2017,23,59
2017-12-06,11699.99,17204.99,11665.58,15880.0,31784.02515,1512777599999,465551328.6614026,182464,19711.431569,289805048.4773937,0,2017-12-08 23:59:59,2017-12-06,11699.99,17204.99,11665.58,15880.0,465551328.6614026,182464,19711.431569,289805048.4773937,31784.02515,6,12,2017,0,0,8,12,2017,23,59
2017-12-09,15880.01,17470.0,12368.0,16587.97,42292.197622,1513036799999,632185764.3534796,218780,22630.427,337872043.12394387,0,2017-12-11 23:59:59,2017-12-09,15880.01,17470.0,12368.0,16587.97,632185764.3534796,218780,22630.427,337872043.12394387,42292.197622,9,12,2017,0,0,11,12,2017,23,59
2017-12-12,16587.97,16976.45,14666.56,16334.98,33469.998363,1513295999999,538578382.5933591,246029,16522.084437,265836797.9461696,0,2017-12-14 23:59:59,2017-12-12,16587.97,16976.45,14666.56,16334.98,538578382.5933591,246029,16522.084437,265836797.9461696,33469.998363,12,12,2017,0,0,14,12,2017,23,59
2017-12-15,16334.98,19798.68,16298.45,18860.02,22561.08609,1513555199999,411970864.87962127,221836,11219.386398,204380138.0471472,0,2017-12-17 23:59:59,2017-12-15,16334.98,19798.68,16298.45,18860.02,411970864.87962127,221836,11219.386398,204380138.0471472,22561.08609,15,12,2017,0,0,17,12,2017,23,59
2017-12-18,18860.04,19300.0,14777.66,16488.98,37285.877984,1513814399999,650323764.1708035,338287,16163.472365,282205168.8095372,0,2017-12-20 23:59:59,2017-12-18,18860.04,19300.0,14777.66,16488.98,650323764.1708035,338287,16163.472365,282205168.8095372,37285.877984,18,12,2017,0,0,20,12,2017,23,59
2017-12-21,16480.52,17309.5,10961.0,13300.0,69542.02735,1514073599999,982446445.3407292,495997,35777.110564,510071761.9015857,0,2017-12-23 23:59:59,2017-12-21,16480.52,17309.5,10961.0,13300.0,982446445.3407292,495997,35777.110564,510071761.9015857,69542.02735,21,12,2017,0,0,23,12,2017,23,59
2017-12-24,13300.0,16050.0,11640.0,15689.01,59340.410699,1514332799999,803692979.1285123,423106,32635.935781,442539059.7195618,0,2017-12-26 23:59:59,2017-12-24,13300.0,16050.0,11640.0,15689.01,803692979.1285123,423106,32635.935781,442539059.7195618,59340.410699,24,12,2017,0,0,26,12,2017,23,59
2017-12-27,15709.98,16498.05,13150.0,14378.9,54749.730853,1514591999999,795542789.6866373,462334,29777.903202,432815941.9843292,0,2017-12-29 23:59:59,2017-12-27,15709.98,16498.05,13150.0,14378.9,795542789.6866373,462334,29777.903202,432815941.9843292,54749.730853,27,12,2017,0,0,29,12,2017,23,59
2017-12-30,14378.99,14398.85,11750.0,13380.0,39600.063601,1514851199999,517886986.56149775,434692,19577.980083,256459383.3445956,0,2018-01-01 23:59:59,2017-12-30,14378.99,14398.85,11750.0,13380.0,517886986.56149775,434692,19577.980083,256459383.3445956,39600.063601,30,12,2017,0,0,1,1,2018,23,59
2018-01-02,13382.16,15473.49,12890.02,15059.54,57313.409324,1515110399999,828615559.5682172,510825,33022.093256,477784214.9402542,0,2018-01-04 23:59:59,2018-01-02,13382.16,15473.49,12890.02,15059.54,828615559.5682172,510825,33022.093256,477784214.9402542,57313.409324,2,1,2018,0,0,4,1,2018,23,59
2018-01-05,15059.56,17176.24,14600.0,16150.03,54316.074191,1515369599999,884733583.8439316,471480,31133.106857,507398832.86879456,0,2018-01-07 23:59:59,2018-01-05,15059.56,17176.24,14600.0,16150.03,884733583.8439316,471480,31133.106857,507398832.86879456,54316.074191,5,1,2018,0,0,7,1,2018,23,59
2018-01-08,16218.85,16322.3,12812.0,14907.09,58326.61582,1515628799999,851211551.3781592,526774,29127.632351,426318294.84316313,0,2018-01-10 23:59:59,2018-01-08,16218.85,16322.3,12812.0,14907.09,851211551.3781592,526774,29127.632351,426318294.84316313,58326.61582,8,1,2018,0,0,10,1,2018,23,59
2018-01-11,14940.0,14968.68,11400.0,14210.0,62193.394416,1515887999999,842190159.513081,497507,30113.510463,407760356.5069736,0,2018-01-13 23:59:59,2018-01-11,14940.0,14968.68,11400.0,14210.0,842190159.513081,497507,30113.510463,407760356.5069736,62193.394416,11,1,2018,0,0,13,1,2018,23,59
2018-01-14,14210.0,14339.5,9035.0,10900.0,95071.158209,1516147199999,1149290687.8171265,715969,46072.8479,558906942.2434158,0,2018-01-16 23:59:59,2018-01-14,14210.0,14339.5,9035.0,10900.0,1149290687.8171265,715969,46072.8479,558906942.2434158,95071.158209,14,1,2018,0,0,16,1,2018,23,59
2018-01-17,10899.99,11878.82,9037.94,11474.98,154925.607004,1516406399999,1668217293.4161897,1183676,76098.597337,820398773.9878285,0,2018-01-19 23:59:59,2018-01-17,10899.99,11878.82,9037.94,11474.98,1668217293.4161897,1183676,76098.597337,820398773.9878285,154925.607004,17,1,2018,0,0,19,1,2018,23,59
2018-01-20,11474.98,13099.0,9900.24,10760.05,113901.238044,1516665599999,1319566852.80856,975118,56264.531894,652015587.0121641,0,2018-01-22 23:59:59,2018-01-20,11474.98,13099.0,9900.24,10760.05,1319566852.80856,975118,56264.531894,652015587.0121641,113901.238044,20,1,2018,0,0,22,1,2018,23,59
2018-01-23,10760.05,11794.05,9905.0,11175.27,85472.464497,1516924799999,934971385.6368333,869755,42036.573835,459819429.1460368,0,2018-01-25 23:59:59,2018-01-23,10760.05,11794.05,9905.0,11175.27,934971385.6368333,869755,42036.573835,459819429.1460368,85472.464497,23,1,2018,0,0,25,1,2018,23,59
2018-01-26,11184.7,12244.0,10311.15,11879.95,68804.979829,1517183999999,773357252.6506906,728445,31882.514513,358275858.021513,0,2018-01-28 23:59:59,2018-01-26,11184.7,12244.0,10311.15,11879.95,773357252.6506906,728445,31882.514513,358275858.021513,68804.979829,26,1,2018,0,0,28,1,2018,23,59
2018-01-29,11879.95,11975.02,9700.0,10285.1,57740.707289,1517443199999,612732691.5005816,629833,26187.177732,277293534.2364063,0,2018-01-31 23:59:59,2018-01-29,11879.95,11975.02,9700.0,10285.1,612732691.5005816,629833,26187.177732,277293534.2364063,57740.707289,29,1,2018,0,0,31,1,2018,23,59
2018-02-01,10285.1,10335.0,8010.02,9199.96,112261.392021,1517702399999,1008707558.7487692,1096950,52726.345579,474492119.88162285,0,2018-02-03 23:59:59,2018-02-01,10285.1,10335.0,8010.02,9199.96,1008707558.7487692,1096950,52726.345579,474492119.88162285,112261.392021,1,2,2018,0,0,3,2,2018,23,59
2018-02-04,9199.96,9368.0,6000.01,7652.14,195618.991335,1517961599999,1430442783.501438,1675640,93227.674974,680024587.6351408,0,2018-02-06 23:59:59,2018-02-04,9199.96,9368.0,6000.01,7652.14,1430442783.501438,1675640,93227.674974,680024587.6351408,195618.991335,4,2,2018,0,0,6,2,2018,23,59
2018-02-07,7655.02,8738.0,7150.01,8683.92,82782.90864,1518220799999,663053676.6675217,800401,41333.135871,331788174.2116229,0,2018-02-09 23:59:59,2018-02-07,7655.02,8738.0,7150.01,8683.92,663053676.6675217,800401,41333.135871,331788174.2116229,82782.90864,7,2,2018,0,0,9,2,2018,23,59
2018-02-10,8683.93,9065.78,7726.53,8903.0,136394.551095,1518479999999,1152818686.1752453,1539864,68604.014956,579632106.2851976,0,2018-02-12 23:59:59,2018-02-10,8683.93,9065.78,7726.53,8903.0,1152818686.1752453,1539864,68604.014956,579632106.2851976,136394.551095,10,2,2018,0,0,12,2,2018,23,59
2018-02-13,8903.0,10219.5,8351.0,10000.09,128694.522538,1518739199999,1187680321.1569393,1525139,62872.018016,580682640.3487812,0,2018-02-15 23:59:59,2018-02-13,8903.0,10219.5,8351.0,10000.09,1187680321.1569393,1525139,62872.018016,580682640.3487812,128694.522538,13,2,2018,0,0,15,2,2018,23,59
2018-02-16,10000.89,11274.0,9666.0,10383.43,141180.695109,1518998399999,1476539306.7031748,1356429,69054.493029,722688309.1036491,0,2018-02-18 23:59:59,2018-02-16,10000.89,11274.0,9666.0,10383.43,1476539306.7031748,1356429,69054.493029,722688309.1036491,141180.695109,16,2,2018,0,0,18,2,2018,23,59
2018-02-19,10375.01,11786.01,10200.0,10437.6,157098.590173,1519257599999,1726876925.4182107,1341419,77169.442941,849111152.118616,0,2018-02-21 23:59:59,2018-02-19,10375.01,11786.01,10200.0,10437.6,1726876925.4182107,1341419,77169.442941,849111152.118616,157098.590173,19,2,2018,0,0,21,2,2018,23,59
2018-02-22,10439.02,10933.44,9352.0,9694.51,165151.025152,1519516799999,1659425713.9886024,1311671,79707.179953,801404018.1571951,0,2018-02-24 23:59:59,2018-02-22,10439.02,10933.44,9352.0,9694.51,1659425713.9886024,1311671,79707.179953,801404018.1571951,165151.025152,22,2,2018,0,0,24,2,2018,23,59
2018-02-25,9694.51,10870.0,9274.8,10569.04,93957.195465,1519775999999,943141230.0060035,759385,46189.513977,463912014.2922053,0,2018-02-27 23:59:59,2018-02-25,9694.51,10870.0,9274.8,10569.04,943141230.0060035,759385,46189.513977,463912014.2922053,93957.195465,25,2,2018,0,0,27,2,2018,23,59
2018-02-28,10584.33,11200.0,10240.0,11039.0,79804.247802,1520035199999,859023538.519662,720005,39091.584462,421190938.1566232,0,2018-03-02 23:59:59,2018-02-28,10584.33,11200.0,10240.0,11039.0,859023538.519662,720005,39091.584462,421190938.1566232,79804.247802,28,2,2018,0,0,2,3,2018,23,59
2018-03-03,11038.99,11710.0,11015.01,11454.0,53727.302996,1520294399999,611466028.4255577,523121,26708.908093,304168921.0236618,0,2018-03-05 23:59:59,2018-03-03,11038.99,11710.0,11015.01,11454.0,611466028.4255577,523121,26708.908093,304168921.0236618,53727.302996,3,3,2018,0,0,5,3,2018,23,59
2018-03-06,11455.0,11455.0,9060.0,9271.64,121272.716669,1520553599999,1233291530.7749536,983541,57762.204265,586647608.9174556,0,2018-03-08 23:59:59,2018-03-06,11455.0,11455.0,9060.0,9271.64,1233291530.7749536,983541,57762.204265,586647608.9174556,121272.716669,6,3,2018,0,0,8,3,2018,23,59
2018-03-09,9267.07,9740.0,8329.0,9533.57,145618.27765,1520812799999,1311784410.47429,1084145,69956.449068,630624857.7565553,0,2018-03-11 23:59:59,2018-03-09,9267.07,9740.0,8329.0,9533.57,1311784410.47429,1084145,69956.449068,630624857.7565553,145618.27765,9,3,2018,0,0,11,3,2018,23,59
2018-03-12,9533.57,9888.88,7900.28,8170.0,132130.281396,1521071999999,1188974726.3342674,1078503,62109.484528,559333230.8799409,0,2018-03-14 23:59:59,2018-03-12,9533.57,9888.88,7900.28,8170.0,1188974726.3342674,1078503,62109.484528,559333230.8799409,132130.281396,12,3,2018,0,0,14,3,2018,23,59
2018-03-15,8184.01,8611.64,7650.0,7824.8,124216.638499,1521331199999,1010458831.2559248,948377,62140.851605,505909512.50933295,0,2018-03-17 23:59:59,2018-03-15,8184.01,8611.64,7650.0,7824.8,1010458831.2559248,948377,62140.851605,505909512.50933295,124216.638499,15,3,2018,0,0,17,3,2018,23,59
2018-03-18,7824.01,9050.0,7322.0,8909.98,159650.422488,1521590399999,1308845465.9715624,1082011,78328.870796,643162121.46755,0,2018-03-20 23:59:59,2018-03-18,7824.01,9050.0,7322.0,8909.98,1308845465.9715624,1082011,78328.870796,643162121.46755,159650.422488,18,3,2018,0,0,20,3,2018,23,59
2018-03-21,8909.96,9177.01,8269.0,8898.03,120580.969846,1521849599999,1053717195.249072,848716,58721.839804,513296753.53881127,0,2018-03-23 23:59:59,2018-03-21,8909.96,9177.01,8269.0,8898.03,1053717195.249072,848716,58721.839804,513296753.53881127,120580.969846,21,3,2018,0,0,23,3,2018,23,59
2018-03-24,8898.04,8999.95,7831.0,8134.23,108501.974548,1522108799999,918707761.0862867,796422,52638.629372,446219476.1700405,0,2018-03-26 23:59:59,2018-03-24,8898.04,8999.95,7831.0,8134.23,918707761.0862867,796422,52638.629372,446219476.1700405,108501.974548,24,3,2018,0,0,26,3,2018,23,59
2018-03-27,8134.22,8215.94,6941.11,7090.14,118449.894845,1522367999999,912386908.2559341,809697,56732.610796,437747787.85876673,0,2018-03-29 23:59:59,2018-03-27,8134.22,8215.94,6941.11,7090.14,912386908.2559341,809697,56732.610796,437747787.85876673,118449.894845,27,3,2018,0,0,29,3,2018,23,59
2018-03-30,7090.16,7292.43,6430.0,6813.01,146246.001526,1522627199999,1006164042.4629228,901292,72929.724846,502168797.7762456,0,2018-04-01 23:59:59,2018-03-30,7090.16,7292.43,6430.0,6813.01,1006164042.4629228,901292,72929.724846,502168797.7762456,146246.001526,30,3,2018,0,0,1,4,2018,23,59
2018-04-02,6813.01,7520.0,6707.0,6796.1,112138.075687,1522886399999,798845814.9211514,732172,55883.936279,398075617.58173734,0,2018-04-04 23:59:59,2018-04-02,6813.01,7520.0,6707.0,6796.1,798845814.9211514,732172,55883.936279,398075617.58173734,112138.075687,2,4,2018,0,0,4,4,2018,23,59
2018-04-05,6796.1,7070.0,6500.0,6895.8,98754.321647,1523145599999,667910604.4822311,579509,49229.9024,333029344.51807594,0,2018-04-07 23:59:59,2018-04-05,6796.1,7070.0,6500.0,6895.8,667910604.4822311,579509,49229.9024,333029344.51807594,98754.321647,5,4,2018,0,0,7,4,2018,23,59
2018-04-08,6895.81,7185.0,6611.0,6843.9,77832.698466,1523404799999,535695144.6794211,512885,39714.492478,273462472.07836,0,2018-04-10 23:59:59,2018-04-08,6895.81,7185.0,6611.0,6843.9,535695144.6794211,512885,39714.492478,273462472.07836,77832.698466,8,4,2018,0,0,10,4,2018,23,59
2018-04-11,6839.56,8233.39,6743.2,7877.41,143903.990312,1523663999999,1090324778.6139905,912100,73214.609739,554168152.0470327,0,2018-04-13 23:59:59,2018-04-11,6839.56,8233.39,6743.2,7877.41,1090324778.6139905,912100,73214.609739,554168152.0470327,143903.990312,11,4,2018,0,0,13,4,2018,23,59
2018-04-14,7877.48,8429.54,7810.0,8064.92,96232.076516,1523923199999,778973397.3798712,603026,48815.868601,395208432.7997241,0,2018-04-16 23:59:59,2018-04-14,7877.48,8429.54,7810.0,8064.92,778973397.3798712,603026,48815.868601,395208432.7997241,96232.076516,14,4,2018,0,0,16,4,2018,23,59
2018-04-17,8064.92,8296.0,7825.4,8278.0,86235.495601,1524182399999,698546031.4723465,601521,43969.543237,356350038.2916385,0,2018-04-19 23:59:59,2018-04-17,8064.92,8296.0,7825.4,8278.0,698546031.4723465,601521,43969.543237,356350038.2916385,86235.495601,17,4,2018,0,0,19,4,2018,23,59
2018-04-20,8273.84,9035.0,8177.09,8787.02,110125.820874,1524441599999,958008931.4390941,814932,57171.64518,497386097.5950073,0,2018-04-22 23:59:59,2018-04-20,8273.84,9035.0,8177.09,8787.02,958008931.4390941,814932,57171.64518,497386097.5950073,110125.820874,20,4,2018,0,0,22,4,2018,23,59
2018-04-23,8785.7,9759.82,8730.0,8869.99,153216.942404,1524700799999,1406102451.6280582,994915,76855.329305,705736424.8136744,0,2018-04-25 23:59:59,2018-04-23,8785.7,9759.82,8730.0,8869.99,1406102451.6280582,994915,76855.329305,705736424.8136744,153216.942404,23,4,2018,0,0,25,4,2018,23,59
