timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore,1d_close_time,1d_open_time,1d_open,1d_high,1d_low,1d_close,1d_quote_asset_volume,1d_number_of_trades,1d_taker_buy_base_asset_volume,1d_taker_buy_quote_asset_volume,1d_volume,1d_open_time_day,1d_open_time_month,1d_open_time_year,1d_open_time_hour,1d_open_time_minute,1d_close_time_day,1d_close_time_month,1d_close_time_year,1d_close_time_hour,1d_close_time_minute
2017-08-17,4261.48,4485.39,4200.74,4285.08,795.150377,1503014399999,3454770.05073206,3427,616.248541,2678216.40060401,0,2017-08-17 23:59:59,2017-08-17,4261.48,4485.39,4200.74,4285.08,3454770.05073206,3427,616.248541,2678216.40060401,795.150377,17,8,2017,0,0,17,8,2017,23,59
2017-08-18,4285.08,4371.52,3938.77,4108.37,1199.888264,1503100799999,5086958.30617151,5233,972.86871,4129123.31651808,0,2017-08-18 23:59:59,2017-08-18,4285.08,4371.52,3938.77,4108.37,5086958.30617151,5233,972.86871,4129123.31651808,1199.888264,18,8,2017,0,0,18,8,2017,23,59
2017-08-19,4108.37,4184.69,3850.0,4139.98,381.309763,1503187199999,1549483.73542151,2153,274.336042,1118001.87008735,0,2017-08-19 23:59:59,2017-08-19,4108.37,4184.69,3850.0,4139.98,1549483.73542151,2153,274.336042,1118001.87008735,381.309763,19,8,2017,0,0,19,8,2017,23,59
2017-08-20,4120.98,4211.08,4032.62,4086.29,467.083022,1503273599999,1930364.39032646,2321,376.795947,1557401.3337373,0,2017-08-20 23:59:59,2017-08-20,4120.98,4211.08,4032.62,4086.29,1930364.39032646,2321,376.795947,1557401.3337373,467.083022,20,8,2017,0,0,20,8,2017,23,59
2017-08-21,4069.13,4119.62,3911.79,4016.0,691.74306,1503359999999,2797231.71402728,3972,557.356107,2255662.55315837,0,2017-08-21 23:59:59,2017-08-21,4069.13,4119.62,3911.79,4016.0,2797231.71402728,3972,557.356107,2255662.55315837,691.74306,21,8,2017,0,0,21,8,2017,23,59
2017-08-22,4016.0,4104.82,3400.0,4040.0,966.684858,1503446399999,3752505.77214051,6494,423.995181,1637188.36934226,0,2017-08-22 23:59:59,2017-08-22,4016.0,4104.82,3400.0,4040.0,3752505.77214051,6494,423.995181,1637188.36934226,966.684858,22,8,2017,0,0,22,8,2017,23,59
2017-08-23,4040.0,4265.8,4013.89,4114.01,1001.136565,1503532799999,4148686.46581968,8629,309.419092,1293567.09519463,0,2017-08-23 23:59:59,2017-08-23,4040.0,4265.8,4013.89,4114.01,4148686.46581968,8629,309.419092,1293567.09519463,1001.136565,23,8,2017,0,0,23,8,2017,23,59
2017-08-24,4147.0,4371.68,4085.01,4316.01,787.418753,1503619199999,3296476.41316476,6247,206.820412,868379.0641312,0,2017-08-24 23:59:59,2017-08-24,4147.0,4371.68,4085.01,4316.01,3296476.41316476,6247,206.820412,868379.0641312,787.418753,24,8,2017,0,0,24,8,2017,23,59
2017-08-25,4316.01,4453.91,4247.48,4280.68,573.61274,1503705599999,2484637.34936327,6554,100.097974,434577.13574645,0,2017-08-25 23:59:59,2017-08-25,4316.01,4453.91,4247.48,4280.68,2484637.34936327,6554,100.097974,434577.13574645,573.61274,25,8,2017,0,0,25,8,2017,23,59
2017-08-26,4280.71,4367.0,4212.41,4337.44,228.108068,1503791999999,977865.7333321,2260,56.190141,241363.80050245,0,2017-08-26 23:59:59,2017-08-26,4280.71,4367.0,4212.41,4337.44,977865.7333321,2260,56.190141,241363.80050245,228.108068,26,8,2017,0,0,26,8,2017,23,59
