timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
1549293720000,3450.87000000,3451.99000000,3450.83000000,3450.95000000,5.60186500,1549293779999,19334.42088719,48,5.05289200,17439.88543814,0
1549293780000,3451.48000000,3451.98000000,3449.34000000,3449.34000000,11.88217300,1549293839999,40999.20624112,85,3.24503400,11200.31163074,0
1549293840000,3450.59000000,3451.12000000,3449.76000000,3450.89000000,7.70647400,1549293899999,26592.02833862,52,5.86636700,20243.04930666,0
1549293900000,3450.89000000,3450.89000000,3448.59000000,3449.97000000,12.48122000,1549293959999,43056.53741568,116,6.45261800,22263.68159276,0
1549293960000,3449.97000000,3450.21000000,3448.21000000,3449.80000000,10.03558500,1549294019999,34620.35552167,85,7.08217000,24433.24181881,0
1549294020000,3449.38000000,3452.00000000,3449.38000000,3451.56000000,10.38840700,1549294079999,35844.24634047,82,8.50587900,29348.44858876,0
1549294080000,3451.58000000,3452.00000000,3451.16000000,3452.00000000,5.27226300,1549294139999,18199.24004328,64,3.31355800,11438.36497101,0
1549294140000,3452.00000000,3452.00000000,3451.34000000,3451.54000000,6.07091000,1549294199999,20954.98413099,57,3.93881800,13596.03069564,0
1549294200000,3451.97000000,3451.99000000,3450.75000000,3451.06000000,11.74881200,1549294259999,40545.65454421,87,6.10630300,21074.01254714,0
1549294260000,3450.88000000,3452.00000000,3450.88000000,3451.98000000,5.76227000,1549294319999,19888.42970159,65,4.45054700,15361.40633364,0
1549294320000,3451.48000000,3452.00000000,3450.75000000,3451.99000000,5.26413100,1549294379999,18169.92858875,51,3.47703600,12002.00279436,0
1549294380000,3452.00000000,3452.00000000,3451.99000000,3451.99000000,3.94435300,1549294439999,13615.88520066,26,1.80881900,6244.04318800,0
1549294440000,3451.99000000,3452.30000000,3451.99000000,3452.01000000,7.28952200,1549294499999,25163.44808055,61,4.14560100,14310.64325548,0
1549294500000,3452.01000000,3453.41000000,3452.00000000,3452.47000000,6.03696300,1549294559999,20842.82481765,68,3.90232200,13473.80562422,0
1549294560000,3453.08000000,3453.39000000,3452.05000000,3453.23000000,6.02214300,1549294619999,20793.98793983,64,4.50555700,15557.60540152,0
1549294620000,3452.12000000,3453.41000000,3452.06000000,3452.50000000,5.89202000,1549294679999,20345.02479494,75,2.28420100,7887.72389754,0
1549294680000,3453.33000000,3453.41000000,3452.06000000,3452.14000000,8.23931200,1549294739999,28449.01061593,82,4.05207400,13992.34500996,0
1549294740000,3453.40000000,3453.41000000,3452.07000000,3452.17000000,6.10962800,1549294799999,21094.51115076,82,3.64326600,12580.05915007,0
1549294800000,3452.60000000,3453.32000000,3452.07000000,3452.64000000,8.37859600,1549294859999,28929.07306865,69,2.63972300,9114.89289442,0
1549294860000,3452.62000000,3452.62000000,3450.82000000,3451.00000000,19.16920200,1549294919999,66167.41104003,90,1.95503200,6747.39624919,0
1549294920000,3450.99000000,3451.82000000,3450.82000000,3451.82000000,13.92991100,1549294979999,48076.07262297,80,11.21309400,38700.30599413,0
1549294980000,3451.50000000,3452.00000000,3451.50000000,3451.77000000,6.12363000,1549295039999,21137.16339463,71,3.93665800,13588.72099509,0
1549295040000,3451.84000000,3454.56000000,3451.63000000,3453.39000000,9.93682300,1549295099999,34310.88903555,141,6.25367700,21596.27368621,0
1549295100000,3452.15000000,3455.00000000,3451.99000000,3453.55000000,34.40264900,1549295159999,118827.36320042,99,27.13698400,93734.14005962,0
1549295160000,3454.53000000,3455.00000000,3453.25000000,3453.66000000,6.98538600,1549295219999,24124.93114735,72,2.59844800,8975.23192397,0
1549295220000,3454.67000000,3455.00000000,3453.72000000,3455.00000000,4.81450800,1549295279999,16631.71434615,70,2.66343000,9201.52109575,0
1549295280000,3454.98000000,3455.79000000,3454.01000000,3455.26000000,5.52712600,1549295339999,19095.87782442,80,2.19926200,7598.94326838,0
1549295340000,3455.26000000,3457.29000000,3455.24000000,3457.15000000,10.49239700,1549295399999,36265.54658807,78,4.36859000,15100.71206364,0
1549295400000,3457.00000000,3458.84000000,3455.43000000,3458.29000000,9.51943600,1549295459999,32912.69273201,105,5.18242900,17920.66876287,0
1549295460000,3457.30000000,3458.58000000,3455.87000000,3457.50000000,15.95089900,1549295519999,55139.80878324,114,7.27294500,25145.84816308,0
1549295520000,3457.09000000,3458.78000000,3456.60000000,3457.29000000,6.59823600,1549295579999,22814.26396837,97,2.42473100,8384.82804402,0
1549295580000,3457.29000000,3458.31000000,3456.54000000,3457.10000000,7.67476300,1549295639999,26534.99080502,54,3.92212000,13561.65053707,0
1549295640000,3456.89000000,3458.81000000,3456.89000000,3458.03000000,24.42495000,1549295699999,84454.38072617,89,22.14321000,76565.62796813,0
1549295700000,3458.79000000,3459.00000000,3457.79000000,3458.00000000,9.81987700,1549295759999,33958.08640711,88,4.25845800,14727.20325745,0
1549295760000,3457.93000000,3458.78000000,3457.90000000,3458.78000000,11.36179300,1549295819999,39291.63207923,106,6.46979400,22374.41622757,0
1549295820000,3458.76000000,3459.87000000,3458.18000000,3459.02000000,27.94949700,1549295879999,96669.31397135,143,10.07787800,34861.60687550,0
1549295880000,3459.37000000,3459.81000000,3457.93000000,3459.00000000,6.96850100,1549295939999,24101.83056384,93,3.02266600,10455.33415688,0
1549295940000,3459.00000000,3460.00000000,3458.77000000,3459.65000000,24.07684200,1549295999999,83299.28063252,91,20.25768000,70087.73529405,0
