timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
1586296080000,7191.02000000,7194.91000000,7188.00000000,7193.34000000,73.27159000,1586296139999,526886.22028037,496,37.24631100,267864.69907721,0
1586296140000,7193.33000000,7193.33000000,7188.36000000,7190.53000000,17.71092400,1586296199999,127353.45149157,378,8.87613500,63831.57309632,0
1586296200000,7190.61000000,7204.01000000,7190.52000000,7202.48000000,67.90843900,1586296259999,488772.49211503,750,39.68897900,285672.79122323,0
1586296260000,7203.06000000,7205.35000000,7195.76000000,7196.46000000,95.43090300,1586296319999,687165.84683894,555,14.70536000,105904.91249420,0
1586296320000,7196.68000000,7198.56000000,7193.30000000,7194.93000000,20.55991900,1586296379999,147950.49220382,351,5.86572100,42215.38836656,0
1586296380000,7195.23000000,7197.17000000,7194.15000000,7195.00000000,19.88695800,1586296439999,143092.78423469,222,8.38692700,60346.98096689,0
1586296440000,7195.00000000,7197.94000000,7187.36000000,7195.54000000,64.82001500,1586296499999,466300.11734697,380,13.45234100,96799.59864587,0
1586296500000,7195.55000000,7195.55000000,7176.56000000,7179.18000000,55.66392100,1586296559999,399878.08890836,669,16.87350300,121223.79104727,0
1586296560000,7179.30000000,7190.00000000,7176.36000000,7190.00000000,35.06813300,1586296619999,251961.75276943,526,20.34892900,146227.97297227,0
1586296620000,7189.99000000,7190.00000000,7182.57000000,7184.89000000,23.66908600,1586296679999,170124.35856414,272,13.34844800,95960.47438348,0
1586296680000,7186.14000000,7187.19000000,7180.03000000,7180.03000000,17.39086200,1586296739999,124948.71839311,331,8.76114700,62942.86001202,0
1586296740000,7180.01000000,7181.93000000,7167.01000000,7172.30000000,43.04928300,1586296799999,308812.83437527,588,20.05052800,143856.51550595,0
1586296800000,7172.29000000,7181.99000000,7170.07000000,7178.74000000,47.55524800,1586296859999,341300.83366059,545,25.81418600,185279.38389128,0
1586296860000,7178.74000000,7187.15000000,7175.00000000,7178.15000000,58.58340100,1586296919999,420650.07590890,639,41.18802400,295733.17365196,0
1586296920000,7178.68000000,7186.09000000,7176.19000000,7185.88000000,30.21916700,1586296979999,216992.70948018,336,16.95261300,121739.68106307,0
1586296980000,7184.62000000,7187.88000000,7172.19000000,7173.27000000,44.17587500,1586297039999,317151.91040023,309,7.61949200,54713.11597732,0
1586297040000,7173.85000000,7176.29000000,7172.15000000,7175.02000000,25.90452300,1586297099999,185853.63263698,302,17.39843000,124832.67815248,0
1586297100000,7175.02000000,7175.02000000,7163.00000000,7163.00000000,30.74501100,1586297159999,220422.24602988,431,6.58137200,47190.02549091,0
1586297160000,7163.38000000,7169.05000000,7154.78000000,7166.44000000,61.03202100,1586297219999,437084.96971923,745,26.47793100,189645.60726156,0
1586297220000,7165.67000000,7167.67000000,7159.95000000,7167.65000000,18.09769800,1586297279999,129666.97506083,287,8.83434300,63301.01811851,0
1586297280000,7167.65000000,7181.92000000,7165.60000000,7180.80000000,46.98765600,1586297339999,337021.23078118,482,32.72226300,234690.07040907,0
1586297340000,7180.69000000,7182.89000000,7170.07000000,7173.06000000,23.11904700,1586297399999,165879.02967112,349,17.95944900,128862.85561640,0
1586297400000,7173.05000000,7190.00000000,7171.29000000,7188.04000000,34.45613300,1586297459999,247498.89821275,399,22.96797700,164998.24569959,0
1586297460000,7186.94000000,7187.91000000,7167.69000000,7176.60000000,35.36387600,1586297519999,253774.73318717,394,10.43032500,74850.22652316,0
1586297520000,7176.55000000,7177.22000000,7169.98000000,7173.34000000,19.08469400,1586297579999,136917.03467802,254,7.99500700,57356.10469117,0
1586297580000,7173.63000000,7175.00000000,7167.67000000,7168.79000000,23.16845800,1586297639999,166155.39465748,307,13.03036400,93458.35350415,0
1586297640000,7168.30000000,7171.16000000,7165.04000000,7168.09000000,37.83630500,1586297699999,271219.00997267,364,8.69781800,62357.72987451,0
1586297700000,7168.10000000,7169.29000000,7155.92000000,7165.16000000,39.94467800,1586297759999,286159.01373085,463,16.82525400,120528.56761425,0
1586297760000,7166.39000000,7166.80000000,7154.83000000,7156.08000000,26.06118500,1586297819999,186603.12170473,490,12.32509900,88263.60886036,0
1586297820000,7156.08000000,7158.45000000,7150.41000000,7158.45000000,43.75012700,1586297879999,312991.57054151,511,18.77177600,134294.97753554,0
1586297880000,7155.40000000,7164.51000000,7154.17000000,7156.01000000,42.97474900,1586297939999,307606.24767300,449,16.47146400,117911.73635851,0
1586297940000,7156.00000000,7160.00000000,7155.03000000,7158.20000000,14.38345000,1586297999999,102957.09296793,234,5.76767900,41287.30376543,0
1586298000000,7158.20000000,7163.86000000,7158.00000000,7163.85000000,55.53962700,1586298059999,397665.64120032,253,51.52721100,368937.25980787,0
1586298060000,7163.54000000,7165.00000000,7160.03000000,7162.27000000,9.73377800,1586298119999,69718.49591479,171,4.83491100,34629.59467167,0
1586298120000,7162.08000000,7169.23000000,7161.12000000,7167.98000000,26.16826800,1586298179999,187449.14187441,210,14.78780900,105926.17797911,0
1586298180000,7168.37000000,7168.37000000,7163.59000000,7165.30000000,17.55626600,1586298239999,125796.45864481,205,7.08223400,50747.00539906,0
1586298240000,7164.53000000,7166.57000000,7163.00000000,7163.13000000,12.69252500,1586298299999,90933.36404375,205,1.97765100,14169.74309083,0
1586298300000,7163.07000000,7166.15000000,7163.00000000,7164.38000000,7.76941000,1586298359999,55656.53273179,141,2.92702200,20969.35001056,0
1586298360000,7164.39000000,7165.00000000,7155.00000000,7155.00000000,128.27613700,1586298419999,918644.86775456,399,4.06385600,29095.67105450,0
1586298420000,7155.01000000,7155.30000000,7149.00000000,7149.95000000,41.63892500,1586298479999,297750.90654375,412,8.55039900,61146.75694106,0
1586298480000,7149.99000000,7149.99000000,7133.00000000,7139.05000000,87.97536700,1586298539999,628125.71234497,1094,30.15543200,215258.41701151,0
1586298540000,7139.31000000,7147.75000000,7136.00000000,7141.47000000,86.06077200,1586298599999,614448.16404878,500,43.49746700,310581.07623040,0
1586298600000,7141.15000000,7147.10000000,7137.62000000,7143.53000000,43.91926400,1586298659999,313676.40115508,472,14.24494700,101720.34029836,0
1586298660000,7142.01000000,7167.95000000,7142.00000000,7163.60000000,73.41509600,1586298719999,525471.08479411,668,57.40104900,410888.70044305,0
1586298720000,7163.63000000,7186.33000000,7163.63000000,7184.74000000,105.46555600,1586298779999,756726.64114498,1134,69.25982300,496955.12253627,0
1586298780000,7184.72000000,7195.00000000,7183.72000000,7185.14000000,45.31871100,1586298839999,325754.56417914,599,26.50512900,190491.49202404,0
1586298840000,7185.00000000,7198.08000000,7165.86000000,7177.03000000,144.67454600,1586298899999,1038990.63088481,576,69.47688700,499352.14110474,0
1586298900000,7177.66000000,7186.07000000,7175.76000000,7182.73000000,24.62590600,1586298959999,176832.06972804,306,14.43950100,103686.45997948,0
1586298960000,7182.79000000,7192.70000000,7182.55000000,7187.34000000,31.99401800,1586299019999,229959.17765374,383,16.24449300,116753.51891224,0
1586299020000,7187.42000000,7188.00000000,7178.00000000,7178.00000000,21.68658000,1586299079999,155791.84711434,240,8.35842700,60048.66596672,0
1586299080000,7178.00000000,7186.44000000,7175.00000000,7185.55000000,16.38562400,1586299139999,117622.60671805,255,5.22909700,37540.96850672,0
1586299140000,7185.55000000,7190.99000000,7181.11000000,7188.85000000,19.89681500,1586299199999,143009.45777515,260,11.52705400,82848.13389497,0
1586299200000,7188.74000000,7197.99000000,7188.74000000,7195.19000000,43.52180600,1586299259999,313092.61217439,387,14.98153000,107772.30183398,0
1586299260000,7195.56000000,7196.34000000,7180.60000000,7193.15000000,57.91689600,1586299319999,416425.23064098,456,27.50314000,197710.90949080,0
1586299320000,7193.15000000,7197.31000000,7190.05000000,7194.99000000,21.15419200,1586299379999,152203.03619236,298,8.81362600,63408.25127801,0
1586299380000,7195.00000000,7198.88000000,7193.17000000,7198.02000000,13.41179100,1586299439999,96509.32260237,259,8.44054200,60731.61690744,0
1586299440000,7198.21000000,7202.59000000,7192.48000000,7192.67000000,49.14607800,1586299499999,353809.49562153,515,24.08686500,173407.21740240,0
1586299500000,7192.25000000,7192.55000000,7184.61000000,7190.92000000,30.27299100,1586299559999,217639.51629224,432,14.67592600,105509.83177727,0
1586299560000,7191.26000000,7198.51000000,7186.90000000,7192.96000000,13.35853200,1586299619999,96087.34660590,302,6.70259100,48208.92993599,0
1586299620000,7193.84000000,7197.11000000,7190.40000000,7192.71000000,10.73128100,1586299679999,77192.24350894,234,4.28964600,30858.34201345,0
1586299680000,7192.74000000,7196.52000000,7184.61000000,7189.80000000,54.94271000,1586299739999,394896.63980247,359,35.08488600,252145.18193550,0
1586299740000,7189.93000000,7190.85000000,7179.20000000,7180.00000000,45.72225400,1586299799999,328441.20321645,405,14.64857500,105236.51191871,0
1586299800000,7179.99000000,7188.52000000,7179.99000000,7186.12000000,33.69670300,1586299859999,241983.80404252,278,24.93425100,179036.62706143,0
1586299860000,7186.13000000,7186.21000000,7178.45000000,7178.45000000,14.79265300,1586299919999,106226.15188769,215,5.91108900,42448.12727130,0
