timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
1533895920000,6368.57000000,6369.89000000,6366.18000000,6367.41000000,55.53692600,1533895979999,353647.91805723,164,49.37467400,314408.33825140,0
1533895980000,6369.23000000,6369.84000000,6367.39000000,6369.84000000,10.99676400,1533896039999,70039.24786996,110,7.28869400,46426.46462373,0
1533896040000,6369.83000000,6369.84000000,6367.60000000,6369.78000000,12.07326600,1533896099999,76891.68652123,49,5.64564600,35957.68281248,0
1533896100000,6369.76000000,6369.80000000,6365.86000000,6367.93000000,41.75993500,1533896159999,265892.65055914,107,29.07959100,185162.62105392,0
1533896160000,6366.66000000,6367.93000000,6355.01000000,6355.02000000,108.68748900,1533896219999,691504.25817484,207,48.37071000,307883.93609909,0
1533896220000,6357.83000000,6362.48000000,6355.01000000,6358.00000000,11.05094600,1533896279999,70270.05562891,150,7.22831800,45967.52482495,0
1533896280000,6357.99000000,6358.00000000,6352.89000000,6353.29000000,22.46327300,1533896339999,142723.68067220,225,14.79476000,94002.11052065,0
1533896340000,6353.05000000,6358.82000000,6351.60000000,6357.81000000,31.31836500,1533896399999,198996.46487555,149,23.64561300,150253.23597841,0
1533896400000,6358.00000000,6360.00000000,6357.82000000,6357.85000000,58.33529100,1533896459999,370952.65843152,115,22.96122600,146021.00131722,0
1533896460000,6360.00000000,6360.00000000,6353.45000000,6354.89000000,41.86989400,1533896519999,266139.06736451,88,6.53364700,41539.63522826,0
1533896520000,6354.90000000,6359.93000000,6354.84000000,6357.70000000,16.91901200,1533896579999,107562.61141017,71,8.93816900,56830.26030704,0
1533896580000,6359.85000000,6362.96000000,6357.86000000,6362.49000000,33.42545500,1533896639999,212560.03915671,120,21.02631200,133718.91447147,0
1533896640000,6362.49000000,6365.03000000,6359.21000000,6363.36000000,25.69098200,1533896699999,163460.24959654,90,18.68275100,118872.68155835,0
1533896700000,6365.03000000,6366.04000000,6362.75000000,6363.21000000,58.02695700,1533896759999,369250.21279576,119,13.14150200,83635.76698883,0
1533896760000,6363.21000000,6365.00000000,6360.00000000,6362.44000000,48.13490500,1533896819999,306299.81282861,141,18.35218500,116788.75518680,0
1533896820000,6362.45000000,6362.69000000,6356.47000000,6356.48000000,18.34286000,1533896879999,116676.24188951,162,13.54851800,86187.01364248,0
1533896880000,6356.48000000,6359.54000000,6349.29000000,6355.00000000,29.08954800,1533896939999,184829.56750728,239,14.66397800,93187.78608647,0
1533896940000,6355.00000000,6355.93000000,6350.05000000,6354.03000000,18.44837600,1533896999999,117220.68018325,144,12.65792600,80430.00326143,0
1533897000000,6354.03000000,6355.00000000,6350.00000000,6354.45000000,60.12681100,1533897059999,381853.36258788,182,49.46838900,314151.60939321,0
1533897060000,6354.99000000,6361.65000000,6354.45000000,6359.19000000,15.95659000,1533897119999,101456.74835158,163,10.72997500,68223.05645693,0
1533897120000,6360.19000000,6361.20000000,6358.03000000,6360.00000000,6.55611200,1533897179999,41694.36111285,96,3.04509800,19367.61053081,0
1533897180000,6360.00000000,6366.97000000,6360.00000000,6363.44000000,16.80581700,1533897239999,106927.34510114,97,11.13697900,70869.22205556,0
1533897240000,6368.00000000,6370.63000000,6363.71000000,6370.01000000,18.53215700,1533897299999,118028.34491284,104,6.44424900,41040.64088387,0
1533897300000,6370.74000000,6373.56000000,6370.00000000,6370.18000000,9.88907700,1533897359999,63006.29098600,115,3.67292400,23407.02652750,0
1533897360000,6370.23000000,6372.55000000,6365.22000000,6368.26000000,17.93651300,1533897419999,114247.16865026,109,3.74255800,23836.05487786,0
1533897420000,6365.26000000,6369.78000000,6360.20000000,6362.32000000,9.01095300,1533897479999,57366.04942103,111,5.07377400,32303.42153053,0
1533897480000,6362.32000000,6368.11000000,6357.01000000,6359.99000000,24.44425500,1533897539999,155529.56823331,142,4.95754900,31544.62509883,0
1533897540000,6359.13000000,6364.97000000,6358.00000000,6364.43000000,12.25752600,1533897599999,77973.00027442,102,7.80918300,49677.41596537,0
1533897600000,6364.43000000,6365.23000000,6362.04000000,6365.00000000,15.24991500,1533897659999,97032.74702239,111,8.27212800,52638.09868768,0
1533897660000,6364.01000000,6366.27000000,6364.00000000,6366.00000000,35.78017800,1533897719999,227739.81410948,112,23.67712500,150704.37627963,0
1533897720000,6366.19000000,6367.91000000,6360.00000000,6367.81000000,29.43934500,1533897779999,187398.82087810,121,6.72398000,42803.75135820,0
1533897780000,6365.98000000,6365.98000000,6359.01000000,6359.09000000,18.99691000,1533897839999,120850.65185124,111,11.63432800,74011.36420835,0
1533897840000,6359.09000000,6363.19000000,6358.13000000,6362.61000000,18.24319300,1533897899999,116044.15403262,119,10.35106100,65840.81332529,0
1533897900000,6362.61000000,6363.00000000,6359.55000000,6360.18000000,9.30408000,1533897959999,59190.84580316,95,5.17762000,32940.97698436,0
1533897960000,6360.22000000,6365.83000000,6360.16000000,6365.62000000,15.19942900,1533898019999,96712.96293290,98,5.88652700,37459.77787267,0
1533898020000,6365.62000000,6366.67000000,6362.56000000,6364.45000000,32.14298800,1533898079999,204577.27764108,122,18.47784300,117608.07278620,0
1533898080000,6364.46000000,6366.09000000,6362.99000000,6362.99000000,36.95762800,1533898139999,235206.19539553,133,24.44702700,155589.24809899,0
1533898140000,6362.99000000,6367.00000000,6362.99000000,6362.99000000,16.13743100,1533898199999,102703.37528319,135,10.08587700,64194.15737643,0
1533898200000,6364.22000000,6366.03000000,6354.53000000,6354.53000000,26.25224700,1533898259999,167004.40467417,156,10.22181600,65025.64645492,0
1533898260000,6359.54000000,6359.54000000,6354.38000000,6356.00000000,12.79655300,1533898319999,81342.32605599,117,9.23298000,58692.76193551,0
1533898320000,6356.00000000,6358.69000000,6351.33000000,6355.21000000,30.94990800,1533898379999,196702.87675989,149,18.02661500,114579.72901033,0
1533898380000,6355.21000000,6360.31000000,6354.56000000,6356.17000000,13.90291700,1533898439999,88366.55723223,116,6.83990000,43476.66633787,0
1533898440000,6357.00000000,6359.96000000,6354.23000000,6354.36000000,11.28624800,1533898499999,71744.40996933,97,4.94742100,31456.41048030,0
1533898500000,6354.45000000,6357.20000000,6354.26000000,6356.80000000,33.17004500,1533898559999,210797.94204830,102,20.34219700,129285.65855483,0
