timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore,15m_close_time,15m_open_time,15m_open,15m_high,15m_low,15m_close,15m_quote_asset_volume,15m_number_of_trades,15m_taker_buy_base_asset_volume,15m_taker_buy_quote_asset_volume,15m_volume,15m_open_time_day,15m_open_time_month,15m_open_time_year,15m_open_time_hour,15m_open_time_minute,15m_close_time_day,15m_close_time_month,15m_close_time_year,15m_close_time_hour,15m_close_time_minute
2023-06-26 09:30:00,30323.49,30341.76,30315.49,30336.81,241.00287,1687772699999,7309780.265379,5701,136.40465,4137259.072353,0,2023-06-26 09:44:59,2023-06-26 09:30:00,30323.49,30341.76,30315.49,30336.81,7309780.265379,5701,136.40465,4137259.072353,241.00287,26,6,2023,9,30,26,6,2023,9,44
2023-06-26 09:45:00,30336.81,30365.82,30245.88,30268.0,640.60239,1687773599999,19411802.4569759,11227,384.40286,11649347.952308,0,2023-06-26 09:59:59,2023-06-26 09:45:00,30336.81,30365.82,30245.88,30268.0,19411802.4569759,11227,384.40286,11649347.952308,640.60239,26,6,2023,9,45,26,6,2023,9,59
2023-06-26 10:00:00,30268.0,30273.62,30130.0,30198.87,769.47226,1687774499999,23237878.2984911,17728,345.90824,10445886.3386882,0,2023-06-26 10:14:59,2023-06-26 10:00:00,30268.0,30273.62,30130.0,30198.87,23237878.2984911,17728,345.90824,10445886.3386882,769.47226,26,6,2023,10,0,26,6,2023,10,14
2023-06-26 10:15:00,30198.87,30264.0,30187.35,30257.38,334.8198,1687775399999,10120357.6545962,7933,173.44644,5242771.7470033,0,2023-06-26 10:29:59,2023-06-26 10:15:00,30198.87,30264.0,30187.35,30257.38,10120357.6545962,7933,173.44644,5242771.7470033,334.8198,26,6,2023,10,15,26,6,2023,10,29
2023-06-26 10:30:00,30257.38,30277.75,30237.24,30269.09,240.90018,1687776299999,7288772.7362497,6275,94.27756,2852381.0140899,0,2023-06-26 10:44:59,2023-06-26 10:30:00,30257.38,30277.75,30237.24,30269.09,7288772.7362497,6275,94.27756,2852381.0140899,240.90018,26,6,2023,10,30,26,6,2023,10,44
2023-06-26 10:45:00,30269.09,30288.37,30249.61,30267.99,335.04505,1687777199999,10140699.9211925,6149,141.81547,4292640.2487828,0,2023-06-26 10:59:59,2023-06-26 10:45:00,30269.09,30288.37,30249.61,30267.99,10140699.9211925,6149,141.81547,4292640.2487828,335.04505,26,6,2023,10,45,26,6,2023,10,59
2023-06-26 11:00:00,30268.0,30343.6,30250.0,30300.75,411.37686,1687778099999,12466577.4329024,8429,211.22176,6401150.2680561,0,2023-06-26 11:14:59,2023-06-26 11:00:00,30268.0,30343.6,30250.0,30300.75,12466577.4329024,8429,211.22176,6401150.2680561,411.37686,26,6,2023,11,0,26,6,2023,11,14
2023-06-26 11:15:00,30300.75,30330.0,30281.48,30318.09,163.44079,1687778999999,4953106.8450056,5484,62.19292,1884985.2833827,0,2023-06-26 11:29:59,2023-06-26 11:15:00,30300.75,30330.0,30281.48,30318.09,4953106.8450056,5484,62.19292,1884985.2833827,163.44079,26,6,2023,11,15,26,6,2023,11,29
2023-06-26 11:30:00,30318.09,30337.16,30315.0,30318.08,146.85498,1687779899999,4453678.9173695,4717,63.06004,1912397.8856458,0,2023-06-26 11:44:59,2023-06-26 11:30:00,30318.09,30337.16,30315.0,30318.08,4453678.9173695,4717,63.06004,1912397.8856458,146.85498,26,6,2023,11,30,26,6,2023,11,44
2023-06-26 11:45:00,30318.08,30335.0,30300.0,30322.89,141.96416,1687780799999,4304385.4093418,4896,63.44869,1923638.0431807,0,2023-06-26 11:59:59,2023-06-26 11:45:00,30318.08,30335.0,30300.0,30322.89,4304385.4093418,4896,63.44869,1923638.0431807,141.96416,26,6,2023,11,45,26,6,2023,11,59
2023-06-26 12:00:00,30322.89,30370.0,30321.99,30347.42,307.39266,1687781699999,9327664.1549843,6668,135.94187,4125215.3076051,0,2023-06-26 12:14:59,2023-06-26 12:00:00,30322.89,30370.0,30321.99,30347.42,9327664.1549843,6668,135.94187,4125215.3076051,307.39266,26,6,2023,12,0,26,6,2023,12,14
2023-06-26 12:15:00,30347.41,30347.42,30273.34,30292.0,284.87664,1687782599999,8632223.2305838,6868,107.98539,3271847.2652485,0,2023-06-26 12:29:59,2023-06-26 12:15:00,30347.41,30347.42,30273.34,30292.0,8632223.2305838,6868,107.98539,3271847.2652485,284.87664,26,6,2023,12,15,26,6,2023,12,29
2023-06-26 12:30:00,30292.0,30398.0,30257.02,30383.01,333.79456,1687783499999,10124989.5989469,8484,201.54382,6113755.5060528,0,2023-06-26 12:44:59,2023-06-26 12:30:00,30292.0,30398.0,30257.02,30383.01,10124989.5989469,8484,201.54382,6113755.5060528,333.79456,26,6,2023,12,30,26,6,2023,12,44
2023-06-26 12:45:00,30383.01,30383.02,30322.59,30359.3,346.55098,1687784399999,10521996.5420404,6300,142.76982,4334633.2328295,0,2023-06-26 12:59:59,2023-06-26 12:45:00,30383.01,30383.02,30322.59,30359.3,10521996.5420404,6300,142.76982,4334633.2328295,346.55098,26,6,2023,12,45,26,6,2023,12,59
2023-06-26 13:00:00,30359.29,30403.89,30356.97,30394.93,232.19846,1687785299999,7053577.5890035,6302,143.67808,4364464.6997328,0,2023-06-26 13:14:59,2023-06-26 13:00:00,30359.29,30403.89,30356.97,30394.93,7053577.5890035,6302,143.67808,4364464.6997328,232.19846,26,6,2023,13,0,26,6,2023,13,14
2023-06-26 13:15:00,30394.92,30429.99,30370.96,30420.0,307.95748,1687786199999,9364121.4083549,8535,151.84261,4616755.5043212,0,2023-06-26 13:29:59,2023-06-26 13:15:00,30394.92,30429.99,30370.96,30420.0,9364121.4083549,8535,151.84261,4616755.5043212,307.95748,26,6,2023,13,15,26,6,2023,13,29
2023-06-26 13:30:00,30420.0,30562.5,30398.27,30489.87,881.79858,1687787099999,26880697.1640285,17455,532.2936,16225548.2933662,0,2023-06-26 13:44:59,2023-06-26 13:30:00,30420.0,30562.5,30398.27,30489.87,26880697.1640285,17455,532.2936,16225548.2933662,881.79858,26,6,2023,13,30,26,6,2023,13,44
2023-06-26 13:45:00,30489.88,30658.49,30428.53,30639.14,1263.54113,1687787999999,38579419.6969567,22387,709.1193,21652665.5941153,0,2023-06-26 13:59:59,2023-06-26 13:45:00,30489.88,30658.49,30428.53,30639.14,38579419.6969567,22387,709.1193,21652665.5941153,1263.54113,26,6,2023,13,45,26,6,2023,13,59
2023-06-26 14:00:00,30639.14,30666.0,30516.0,30563.03,1183.40278,1687788899999,36176505.9682371,16251,603.39832,18445208.5509091,0,2023-06-26 14:14:59,2023-06-26 14:00:00,30639.14,30666.0,30516.0,30563.03,36176505.9682371,16251,603.39832,18445208.5509091,1183.40278,26,6,2023,14,0,26,6,2023,14,14
