timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore,12h_close_time,12h_open_time,12h_open,12h_high,12h_low,12h_close,12h_quote_asset_volume,12h_number_of_trades,12h_taker_buy_base_asset_volume,12h_taker_buy_quote_asset_volume,12h_volume,12h_open_time_day,12h_open_time_month,12h_open_time_year,12h_open_time_hour,12h_open_time_minute,12h_close_time_day,12h_close_time_month,12h_close_time_year,12h_close_time_hour,12h_close_time_minute
2017-08-17 00:00:00,4261.48,4485.39,4261.32,4427.3,145.708747,1502971199999,635695.49067993,582,122.80136,536701.47306474,0,2017-08-17 11:59:59,2017-08-17 00:00:00,4261.48,4485.39,4261.32,4427.3,635695.49067993,582,122.80136,536701.47306474,145.708747,17,8,2017,0,0,17,8,2017,11,59
2017-08-17 12:00:00,4436.06,4485.39,4200.74,4285.08,649.44163,1503014399999,2819074.56005213,2845,493.447181,2141514.92753927,0,2017-08-17 23:59:59,2017-08-17 12:00:00,4436.06,4485.39,4200.74,4285.08,2819074.56005213,2845,493.447181,2141514.92753927,649.44163,17,8,2017,12,0,17,8,2017,23,59
2017-08-18 00:00:00,4285.08,4371.52,4134.61,4340.31,720.722201,1503057599999,3085356.16659987,3051,585.408001,2508148.14656605,0,2017-08-18 11:59:59,2017-08-18 00:00:00,4285.08,4371.52,4134.61,4340.31,3085356.16659987,3051,585.408001,2508148.14656605,720.722201,18,8,2017,0,0,18,8,2017,11,59
2017-08-18 12:00:00,4320.52,4340.31,3938.77,4108.37,479.166063,1503100799999,2001602.13957164,2182,387.460709,1620975.16995203,0,2017-08-18 23:59:59,2017-08-18 12:00:00,4320.52,4340.31,3938.77,4108.37,2001602.13957164,2182,387.460709,1620975.16995203,479.166063,18,8,2017,12,0,18,8,2017,23,59
2017-08-19 00:00:00,4108.37,4184.69,3850.0,3957.6,298.518569,1503143999999,1214382.54455495,1559,213.297785,870668.01762263,0,2017-08-19 11:59:59,2017-08-19 00:00:00,4108.37,4184.69,3850.0,3957.6,1214382.54455495,1559,213.297785,870668.01762263,298.518569,19,8,2017,0,0,19,8,2017,11,59
2017-08-19 12:00:00,3945.12,4149.99,3928.89,4139.98,82.791194,1503187199999,335101.19086656,594,61.038257,247333.85246472,0,2017-08-19 23:59:59,2017-08-19 12:00:00,3945.12,4149.99,3928.89,4139.98,335101.19086656,594,61.038257,247333.85246472,82.791194,19,8,2017,12,0,19,8,2017,23,59
2017-08-20 00:00:00,4120.98,4211.08,4032.62,4106.53,71.235136,1503230399999,293071.51187086,622,46.165527,189987.72648683,0,2017-08-20 11:59:59,2017-08-20 00:00:00,4120.98,4211.08,4032.62,4106.53,293071.51187086,622,46.165527,189987.72648683,71.235136,20,8,2017,0,0,20,8,2017,11,59
2017-08-20 12:00:00,4106.53,4185.94,4063.35,4086.29,395.847886,1503273599999,1637292.8784556,1699,330.63042,1367413.60725047,0,2017-08-20 23:59:59,2017-08-20 12:00:00,4106.53,4185.94,4063.35,4086.29,1637292.8784556,1699,330.63042,1367413.60725047,395.847886,20,8,2017,12,0,20,8,2017,23,59
2017-08-21 00:00:00,4069.13,4119.62,3953.4,4023.11,522.291586,1503316799999,2117739.09106764,2585,435.164689,1764902.81501784,0,2017-08-21 11:59:59,2017-08-21 00:00:00,4069.13,4119.62,3953.4,4023.11,2117739.09106764,2585,435.164689,1764902.81501784,522.291586,21,8,2017,0,0,21,8,2017,11,59
2017-08-21 12:00:00,4023.11,4070.49,3911.79,4016.0,169.451474,1503359999999,679492.62295964,1387,122.191418,490759.73814053,0,2017-08-21 23:59:59,2017-08-21 12:00:00,4023.11,4070.49,3911.79,4016.0,679492.62295964,1387,122.191418,490759.73814053,169.451474,21,8,2017,12,0,21,8,2017,23,59
