timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
1502928000000,4261.48000000,4328.69000000,4261.32000000,4315.32000000,70.41592500,1502949599999,302670.96196053,273,56.60857400,243560.75767140,0
1502949600000,4330.29000000,4485.39000000,4287.41000000,4427.30000000,75.29282200,1502971199999,333024.52871940,309,66.19278600,293140.71539334,0
1502971200000,4436.06000000,4485.39000000,4235.45000000,4289.24000000,301.68570400,1502992799999,1321748.60139006,1448,203.17840400,892101.79526079,0
1502992800000,4289.24000000,4369.69000000,4200.74000000,4285.08000000,347.75592600,1503014399999,1497325.95866207,1397,290.26877700,1249413.13227848,0
1503014400000,4285.08000000,4340.62000000,4134.61000000,4313.56000000,391.15984400,1503035999999,1667910.25615111,1670,306.37000800,1308099.31375237,0
1503036000000,4313.56000000,4371.52000000,4247.75000000,4340.31000000,329.56235700,1503057599999,1417445.91044876,1381,279.03799300,1200048.83281368,0
1503057600000,4320.52000000,4340.31000000,4066.53000000,4193.35000000,283.69967400,1503079199999,1204622.51677415,1058,234.44000100,995893.24963494,0
1503079200000,4171.17000000,4297.75000000,3938.77000000,4108.37000000,195.46638900,1503100799999,796979.62279749,1124,153.02070800,625081.92031709,0
1503100800000,4108.37000000,4184.69000000,4027.83000000,4077.00000000,138.37787400,1503122399999,572139.84776938,749,113.57266800,470034.80587466,0
1503122400000,4077.00000000,4082.25000000,3850.00000000,3957.60000000,160.14069500,1503143999999,642242.69678557,810,99.72511700,400633.21174797,0
1503144000000,3945.12000000,4100.00000000,3928.89000000,4027.37000000,54.66930300,1503165599999,220894.73585452,384,38.73886300,156739.43443788,0
1503165600000,4013.69000000,4149.99000000,4013.69000000,4139.98000000,28.12189100,1503187199999,114206.45501204,210,22.29939400,90594.41802684,0
1503187200000,4120.98000000,4142.16000000,4044.00000000,4117.41000000,18.16358200,1503208799999,74526.57032982,185,15.63469500,64147.35494304,0
1503208800000,4117.41000000,4211.08000000,4032.62000000,4106.53000000,53.07155400,1503230399999,218544.94154104,437,30.53083200,125840.37154379,0
