timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore,30m_close_time,30m_open_time,30m_open,30m_high,30m_low,30m_close,30m_quote_asset_volume,30m_number_of_trades,30m_taker_buy_base_asset_volume,30m_taker_buy_quote_asset_volume,30m_volume,30m_open_time_day,30m_open_time_month,30m_open_time_year,30m_open_time_hour,30m_open_time_minute,30m_close_time_day,30m_close_time_month,30m_close_time_year,30m_close_time_hour,30m_close_time_minute
2023-06-26 06:00:00,30215.04,30292.81,30194.59,30291.48,673.9426,1687760999999,20378327.0370517,15574,328.09082,9922745.4507212,0,2023-06-26 06:29:59,2023-06-26 06:00:00,30215.04,30292.81,30194.59,30291.48,20378327.0370517,15574,328.09082,9922745.4507212,673.9426,26,6,2023,6,0,26,6,2023,6,29
2023-06-26 06:30:00,30291.48,30486.23,30269.16,30483.97,1208.22896,1687762799999,36691777.3574732,24124,717.53235,21791382.323932,0,2023-06-26 06:59:59,2023-06-26 06:30:00,30291.48,30486.23,30269.16,30483.97,36691777.3574732,24124,717.53235,21791382.323932,1208.22896,26,6,2023,6,30,26,6,2023,6,59
2023-06-26 07:00:00,30483.97,30580.0,30388.0,30415.94,1867.03213,1687764599999,56948319.740127,33746,1045.28966,31883454.2402804,0,2023-06-26 07:29:59,2023-06-26 07:00:00,30483.97,30580.0,30388.0,30415.94,56948319.740127,33746,1045.28966,31883454.2402804,1867.03213,26,6,2023,7,0,26,6,2023,7,29
2023-06-26 07:30:00,30415.93,30422.0,30283.0,30404.29,1057.97695,1687766399999,32116982.9579172,21755,516.7612,15687006.2956316,0,2023-06-26 07:59:59,2023-06-26 07:30:00,30415.93,30422.0,30283.0,30404.29,32116982.9579172,21755,516.7612,15687006.2956316,1057.97695,26,6,2023,7,30,26,6,2023,7,59
2023-06-26 08:00:00,30404.28,30428.36,30338.34,30368.71,825.31743,1687768199999,25072102.5621712,15779,374.97571,11391593.0548912,0,2023-06-26 08:29:59,2023-06-26 08:00:00,30404.28,30428.36,30338.34,30368.71,25072102.5621712,15779,374.97571,11391593.0548912,825.31743,26,6,2023,8,0,26,6,2023,8,29
2023-06-26 08:30:00,30368.7,30425.0,30323.37,30405.75,636.40117,1687769999999,19325342.7306006,14839,331.08369,10051828.5412775,0,2023-06-26 08:59:59,2023-06-26 08:30:00,30368.7,30425.0,30323.37,30405.75,19325342.7306006,14839,331.08369,10051828.5412775,636.40117,26,6,2023,8,30,26,6,2023,8,59
2023-06-26 09:00:00,30405.76,30420.14,30311.49,30323.5,546.49495,1687771799999,16588194.7516452,14705,176.64007,5362182.2738641,0,2023-06-26 09:29:59,2023-06-26 09:00:00,30405.76,30420.14,30311.49,30323.5,16588194.7516452,14705,176.64007,5362182.2738641,546.49495,26,6,2023,9,0,26,6,2023,9,29
2023-06-26 09:30:00,30323.49,30365.82,30245.88,30268.0,881.60526,1687773599999,26721582.7223549,16928,520.80751,15786607.024661,0,2023-06-26 09:59:59,2023-06-26 09:30:00,30323.49,30365.82,30245.88,30268.0,26721582.7223549,16928,520.80751,15786607.024661,881.60526,26,6,2023,9,30,26,6,2023,9,59
2023-06-26 10:00:00,30268.0,30273.62,30130.0,30257.38,1104.29206,1687775399999,33358235.9530873,25661,519.35468,15688658.0856915,0,2023-06-26 10:29:59,2023-06-26 10:00:00,30268.0,30273.62,30130.0,30257.38,33358235.9530873,25661,519.35468,15688658.0856915,1104.29206,26,6,2023,10,0,26,6,2023,10,29
2023-06-26 10:30:00,30257.38,30288.37,30237.24,30267.99,575.94523,1687777199999,17429472.6574422,12424,236.09303,7145021.2628727,0,2023-06-26 10:59:59,2023-06-26 10:30:00,30257.38,30288.37,30237.24,30267.99,17429472.6574422,12424,236.09303,7145021.2628727,575.94523,26,6,2023,10,30,26,6,2023,10,59
2023-06-26 11:00:00,30268.0,30343.6,30250.0,30318.09,574.81765,1687778999999,17419684.277908,13913,273.41468,8286135.5514388,0,2023-06-26 11:29:59,2023-06-26 11:00:00,30268.0,30343.6,30250.0,30318.09,17419684.277908,13913,273.41468,8286135.5514388,574.81765,26,6,2023,11,0,26,6,2023,11,29
2023-06-26 11:30:00,30318.09,30337.16,30300.0,30322.89,288.81914,1687780799999,8758064.3267113,9613,126.50873,3836035.9288265,0,2023-06-26 11:59:59,2023-06-26 11:30:00,30318.09,30337.16,30300.0,30322.89,8758064.3267113,9613,126.50873,3836035.9288265,288.81914,26,6,2023,11,30,26,6,2023,11,59
2023-06-26 12:00:00,30322.89,30370.0,30273.34,30292.0,592.2693,1687782599999,17959887.3855681,13536,243.92726,7397062.5728536,0,2023-06-26 12:29:59,2023-06-26 12:00:00,30322.89,30370.0,30273.34,30292.0,17959887.3855681,13536,243.92726,7397062.5728536,592.2693,26,6,2023,12,0,26,6,2023,12,29
